,Contracts_id,Label,New_cardsex,New_amount,New_paiduprmb,Appointcnt,A,B,C,D,E,F,G,H,I,Clascnt,Diffday,Attended,Class_fee,predictLabels
10384,10385,2,0,5.0,41200.0,1,0,0,0,0,0,0,0,0,978,978,43,804,0.0237,1
10418,10419,2,1,3.0,31800.0,0,0,0,0,0,0,0,0,0,0,156,19,128,0.0049,1
10465,10466,2,0,4.0,28800.0,0,0,0,0,0,0,0,0,0,0,8,9,4,0.0002,1
10485,10486,2,0,6.0,38800.0,0,0,0,0,0,0,0,0,0,0,143,23,117,0.0036,1
10535,10536,2,0,6.0,130400.0,1,0,0,0,0,0,0,0,0,0,60,12,60,0.0004,1
10536,10537,2,0,5.0,39800.0,2,0,82,0,0,0,0,0,0,0,82,17,76,0.002,1
10566,10567,2,1,8.0,60800.0,0,0,0,0,0,0,0,0,0,0,283,32,270,0.0046,1
10583,10584,2,0,4.0,45000.0,0,0,0,0,0,0,0,0,0,0,204,46,175,0.0045,1
10606,10607,2,0,5.0,33600.0,0,0,0,0,0,0,0,0,0,0,150,41,139,0.0044,1
10608,10609,2,2,6.0,42800.0,0,0,0,0,0,0,0,0,0,0,169,32,152,0.0039,1
10624,10625,2,0,4.0,38600.0,1,0,0,0,0,0,0,0,0,0,88,34,83,0.0022,1
10630,10631,2,1,5.0,32800.0,0,0,0,0,0,0,0,0,0,0,124,30,117,0.0037,1
10648,10649,2,1,6.0,41700.0,1,0,0,0,0,0,0,0,0,0,131,36,117,0.0031,1
10660,10661,2,0,5.0,41000.0,0,0,0,0,0,0,0,0,0,0,61,35,59,0.0014,1
10680,10681,2,0,3.0,56000.0,0,0,0,0,0,0,0,0,0,0,63,58,62,0.0011,1
10711,10712,2,0,5.0,39800.0,0,0,0,0,0,0,0,0,0,0,50,30,30,0.0012,1
10721,10722,2,2,6.0,46400.0,2,0,0,0,0,0,0,0,0,0,546,37,492,0.0117,1
10734,10735,2,0,5.0,42400.0,1,0,0,0,0,0,0,0,0,0,176,36,159,0.0041,1
10789,10790,2,1,6.0,51600.0,0,0,0,0,0,0,0,0,0,0,45,40,44,0.0008,1
10809,10810,2,1,3.0,37400.0,1,0,0,0,0,0,0,0,0,0,134,38,131,0.0035,1
10831,10832,2,0,3.0,28800.0,0,0,0,0,0,0,0,0,0,0,532,61,527,0.0184,1
10836,10837,2,0,8.0,44800.0,0,0,0,0,0,0,0,0,0,0,3,0,2,0.0,1
10908,10909,2,2,5.0,18500.0,0,0,0,0,0,0,0,0,0,0,387,33,375,0.0209,1
10911,10912,2,0,2.0,32400.0,0,0,0,0,0,0,0,0,0,0,50,31,38,0.0015,1
10919,10920,2,1,5.0,38800.0,1,0,0,0,0,0,0,0,0,22,66,26,60,0.0017,1
10920,10921,2,0,5.0,38600.0,0,0,0,0,0,0,0,0,0,0,232,35,208,0.006,1
10942,10943,2,0,6.0,50400.0,0,0,0,0,0,80,0,0,0,0,160,31,148,0.0031,1
10943,10944,2,0,5.0,42600.0,0,0,0,0,0,0,0,0,0,0,210,42,195,0.0049,1
10998,10999,2,0,2.0,3000.0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0006,1
11053,11054,2,0,7.0,52800.0,0,0,0,0,0,0,0,0,0,0,32,53,28,0.0006,1
11077,11078,2,1,8.0,58800.0,2,0,0,0,30,0,0,0,0,0,30,4,16,0.0005,1
11084,11085,2,1,7.0,43200.0,1,0,0,0,0,0,0,0,0,0,19,13,16,0.0004,1
11086,11087,2,1,8.0,54800.0,2,0,0,0,96,0,0,0,0,0,144,34,84,0.0026,1
11104,11105,2,2,5.0,39800.0,2,0,648,0,324,0,0,0,0,0,972,3,936,0.0244,1
11109,11110,2,0,8.0,57800.0,3,0,0,0,0,0,0,0,0,0,288,35,258,0.0049,1
11119,11120,2,0,4.0,32400.0,1,0,0,0,0,0,0,0,0,0,374,35,346,0.0115,1
11140,11141,2,1,7.0,53100.0,0,0,0,0,0,0,0,0,528,0,528,48,495,0.0099,1
11149,11150,2,1,5.0,44600.0,0,0,0,0,0,0,0,0,178,0,534,54,495,0.0119,1
11223,11224,2,0,6.0,45790.0,0,0,0,0,0,0,0,0,0,0,184,27,178,0.004,1
11240,11241,2,0,4.0,33600.0,1,0,0,0,0,0,0,0,0,150,150,31,135,0.0044,1
11256,11257,2,1,5.0,33000.0,0,0,0,0,0,0,0,0,0,0,133,47,121,0.004,1
11262,11263,2,0,3.0,22800.0,0,0,37,0,0,0,0,0,0,0,74,6,64,0.0032,1
11332,11333,2,1,4.0,40920.0,0,0,226,0,0,0,0,0,0,0,226,35,204,0.0055,1
11346,11347,2,0,8.0,47000.0,0,0,0,0,0,0,0,0,0,0,80,84,76,0.0017,1
11377,11378,2,0,4.0,61800.0,0,0,0,0,0,0,0,0,0,0,107,47,86,0.0017,1
11427,11428,2,2,5.0,41200.0,1,0,56,0,0,0,0,0,0,112,168,27,159,0.004,1
11433,11434,2,2,5.0,42800.0,0,0,0,0,0,0,0,0,0,0,190,32,159,0.0044,1
11435,11436,2,1,8.0,57800.0,0,0,0,0,0,0,0,0,0,0,1158,38,1144,0.02,1
11472,11473,2,1,5.0,42800.0,1,0,24,0,0,0,0,0,0,0,24,35,16,0.0005,1
11486,11487,2,0,5.0,44900.0,0,0,0,0,0,0,0,0,0,0,107,61,91,0.0023,1
11505,11506,2,0,8.0,70920.0,2,0,0,0,52,0,0,0,0,26,78,19,78,0.001,1
11562,11563,2,0,4.0,21000.0,1,0,0,0,0,0,0,0,0,42,42,9,36,0.002,1
11564,11565,2,0,4.0,63900.0,0,0,0,0,0,0,0,0,0,0,136,132,123,0.0021,1
11624,11625,2,0,7.0,42000.0,0,0,0,0,0,0,0,0,0,0,118,44,86,0.0028,1
11634,11635,2,0,5.0,62800.0,0,0,0,0,0,0,0,0,0,0,188,55,134,0.0029,1
11699,11700,2,0,6.0,41800.0,0,0,0,0,61,0,0,0,0,0,122,31,98,0.0029,1
11710,11711,2,0,5.0,35800.0,2,0,0,0,0,0,0,0,0,0,532,27,460,0.0148,1
11729,11730,2,0,7.0,43800.0,0,0,0,0,0,0,0,0,0,0,127,33,99,0.0028,1
11752,11753,2,0,4.0,42000.0,0,0,0,0,0,0,0,0,0,0,49,41,39,0.0011,1
11755,11756,2,1,5.0,43800.0,6,0,0,0,0,0,0,0,0,2376,2376,52,2340,0.0542,1
11772,11773,2,1,6.0,51600.0,1,0,0,0,0,12348,0,0,2058,0,18522,40,14310,0.3589,1
11779,11780,2,1,4.0,38000.0,0,0,0,0,0,0,0,0,0,0,464,48,448,0.0122,1
11795,11796,2,0,4.0,33400.0,1,0,0,0,0,0,0,0,0,67,67,36,66,0.002,1
11859,11860,2,0,4.0,41600.0,0,0,0,0,100,0,0,0,0,0,100,52,96,0.0024,1
11861,11862,2,2,3.0,22800.0,0,0,0,0,0,0,0,0,0,0,136,15,128,0.0059,1
11899,11900,2,0,8.0,57760.0,2,0,0,0,0,0,0,0,0,2340,2340,46,2328,0.0405,1
11905,11906,2,1,6.0,47400.0,1,0,0,0,0,0,0,0,0,0,119,35,114,0.0025,1
11915,11916,2,1,4.0,48000.0,0,0,0,0,0,0,0,0,0,0,713,54,707,0.0148,1
11953,11954,2,0,3.0,40000.0,0,0,0,0,0,0,0,0,0,0,51,7,47,0.0012,1
11987,11988,2,0,7.0,53400.0,0,0,0,0,0,0,0,0,0,0,86,34,79,0.0016,1
11988,11989,2,2,5.0,43800.0,1,0,328,0,0,0,0,0,0,0,492,38,465,0.0112,1
12002,12003,2,0,4.0,93200.0,0,0,0,0,0,0,0,0,0,0,87,49,45,0.0009,1
12011,12012,2,0,5.0,35800.0,1,0,0,0,0,0,0,0,0,412,824,28,724,0.023,1
12031,12032,2,1,3.0,1500.0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0026,1
12033,12034,2,2,5.0,32500.0,2,0,0,0,0,0,0,0,0,0,276,12,180,0.0084,1
12082,12083,2,0,8.0,46400.0,0,0,0,0,0,0,0,0,0,0,474,66,448,0.0102,1
12118,12119,2,1,6.0,70800.0,0,0,0,0,0,0,0,0,0,0,77,53,60,0.001,1
12175,12176,2,0,3.0,36800.0,0,0,0,0,0,0,0,0,0,0,45,37,38,0.0012,1
12199,12200,2,0,6.0,39790.0,0,0,0,0,0,0,0,0,0,0,670,34,606,0.0168,1
12203,12204,2,2,3.0,5400.0,0,0,0,0,130,0,0,0,0,0,130,72,126,0.024,1
12261,12262,2,1,5.0,44800.0,0,0,0,0,0,0,0,0,0,0,57,28,54,0.0012,1
12269,12270,2,1,8.0,71400.0,0,0,0,0,0,0,0,0,0,0,220,56,213,0.003,1
12306,12307,2,0,7.0,53800.0,3,0,0,0,0,0,0,0,0,0,594,35,396,0.011000000000000001,1
12368,12369,2,0,7.0,55800.0,1,0,0,0,0,0,0,0,0,0,50,34,47,0.0008,1
12370,12371,2,0,7.0,34400.0,0,0,0,0,0,0,0,0,0,0,117,32,114,0.0034,1
12377,12378,2,0,6.0,48600.0,0,0,0,0,0,0,0,0,0,0,202,56,187,0.0041,1
12383,12384,2,0,7.0,58600.0,1,0,0,0,511,8176,0,0,2555,0,15330,50,15300,0.2616,1
12518,12519,2,1,6.0,46800.0,2,0,0,0,0,0,0,0,0,320,320,34,286,0.0068,1
12546,12547,2,0,3.0,35400.0,1,0,0,0,0,0,0,0,0,0,42,17,38,0.0011,1
12649,12650,2,0,7.0,7600.0,0,0,0,0,0,0,0,0,0,0,132,79,97,0.0173,1
12679,12680,2,0,7.0,55000.0,0,0,0,0,0,0,0,0,0,0,121,37,108,0.0022,1
12700,12701,2,1,3.0,34400.0,0,0,0,0,0,0,0,0,0,0,100,34,85,0.0029,1
12703,12704,2,0,6.0,39800.0,0,0,0,0,0,0,0,0,0,0,150,33,144,0.0037,1
12822,12823,2,2,7.0,44200.0,1,0,0,0,109,0,0,0,0,0,218,30,190,0.0049,1
12856,12857,2,0,3.0,40200.0,1,0,0,0,0,0,0,0,0,0,125,45,117,0.0031,1
12873,12874,2,0,8.0,25000.0,1,0,0,0,0,0,0,0,0,0,28,35,22,0.0011,1
12890,12891,2,1,8.0,73800.0,0,0,0,0,0,0,0,0,0,0,4,27,3,0.0,1
12981,12982,2,1,8.0,48000.0,1,0,0,0,0,0,0,0,0,3,6,1,6,0.0001,1
13004,13005,2,2,3.0,42000.0,1,0,68,0,0,0,0,0,0,0,136,41,128,0.0032,1
13016,13017,2,0,2.0,31700.0,0,0,0,0,0,0,0,0,0,0,93,34,90,0.0029,1
13036,13037,2,0,6.0,23400.0,0,0,0,0,0,0,0,0,0,0,267,48,257,0.0114,1
13055,13056,2,0,2.0,29800.0,1,0,0,0,0,0,0,0,0,0,66,6,66,0.0022,1
13072,13073,2,0,4.0,32610.0,0,0,0,0,0,0,0,0,0,0,95,30,66,0.0029,1
13082,13083,2,2,7.0,55801.0,0,0,0,0,0,0,0,0,0,0,145,34,139,0.0025,1
13106,13107,2,0,3.0,36000.0,0,0,0,0,0,0,0,0,0,0,342,38,294,0.0095,1
13115,13116,2,0,8.0,41700.0,0,0,0,0,0,0,0,0,0,0,199,78,123,0.0047,1
13130,13131,2,1,8.0,0.0,2,0,0,0,760,0,0,0,0,0,760,85,748,0.0,1
13137,13138,2,1,6.0,63500.0,0,0,0,0,0,0,0,0,0,0,34,68,28,0.0005,1
13138,13139,2,0,5.0,43400.0,0,0,0,0,0,0,0,0,0,0,24,33,19,0.0005,1
13141,13142,2,0,4.0,73100.0,0,0,0,0,0,0,0,0,0,0,66,24,66,0.0009,1
13178,13179,2,0,8.0,49800.0,1,0,0,0,0,0,0,0,0,0,632,44,492,0.0126,1
13238,13239,2,1,5.0,53800.0,1,0,0,0,0,0,0,398,0,0,796,34,720,0.0147,1
13292,13293,2,0,4.0,42500.0,0,0,0,0,0,0,0,0,0,0,103,55,87,0.0024,1
13342,13343,2,0,4.0,37200.0,0,0,0,0,0,0,0,0,0,0,62,26,59,0.0016,1
13376,13377,2,0,6.0,37800.0,0,0,0,0,0,0,0,0,0,0,29,14,22,0.0007,1
13423,13424,2,0,6.0,45200.0,0,0,0,0,0,0,0,0,0,0,195,41,177,0.0043,1
13434,13435,2,0,3.0,25800.0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,1
13488,13489,2,0,5.0,45000.0,0,0,0,0,0,0,0,0,0,0,220,57,214,0.0048,1
13499,13500,2,1,6.0,44800.0,0,0,0,0,0,0,0,0,0,0,532,32,488,0.0118,1
13500,13501,2,1,3.0,35400.0,0,0,0,0,0,0,0,0,0,0,232,32,225,0.0065,1
13514,13515,2,1,4.0,24895.0,0,0,0,0,0,0,0,0,0,0,10,13,10,0.0004,1
13525,13526,2,0,4.0,33600.0,2,0,0,0,0,0,0,0,0,738,984,40,744,0.0292,1
13556,13557,2,0,3.0,34000.0,0,0,0,0,0,0,0,0,0,0,124,13,120,0.0036,1
13567,13568,2,1,8.0,62500.0,0,0,0,0,0,0,0,0,0,0,75,33,70,0.0012,1
13606,13607,2,0,3.0,31000.0,0,0,0,0,0,0,0,0,0,0,1016,35,994,0.0327,1
13615,13616,2,1,7.0,45800.0,1,0,0,0,0,0,0,0,0,0,222,33,214,0.0048,1
13644,13645,2,1,8.0,42600.0,0,0,0,0,0,0,0,0,0,0,155,15,150,0.0036,1
13675,13676,2,1,9.0,65800.0,0,0,0,0,0,0,0,0,0,0,30,28,29,0.0004,1
13680,13681,2,1,6.0,47300.0,1,0,0,0,147,0,0,0,0,0,147,38,116,0.0031,1
13785,13786,2,0,4.0,40700.0,2,0,0,0,0,0,0,0,0,764,764,35,704,0.0187,1
13802,13803,2,0,6.0,56900.0,0,0,0,0,0,0,0,0,0,0,200,50,193,0.0035,1
13808,13809,2,0,8.0,61382.0,0,0,0,0,0,0,0,0,0,0,157,26,148,0.0025,1
13825,13826,2,1,6.0,38600.0,0,0,0,0,0,0,0,0,0,0,120,42,110,0.0031,1
13830,13831,2,0,8.0,64200.0,0,0,0,0,381,0,0,0,0,0,762,71,706,0.0118,1
13891,13892,2,1,4.0,34000.0,0,0,0,0,0,0,0,0,0,0,137,32,132,0.004,1
13915,13916,2,0,5.0,37800.0,0,0,0,0,0,0,0,0,0,0,370,39,362,0.0097,1
13921,13922,2,0,4.0,44400.0,0,0,0,0,0,0,0,0,0,0,159,38,151,0.0035,1
13926,13927,2,0,7.0,50800.0,0,0,0,0,0,0,0,0,0,0,95,11,89,0.0018,1
13928,13929,2,1,4.0,47300.0,0,0,0,0,0,0,0,0,0,0,72,101,64,0.0015,1
13940,13941,2,1,6.0,15800.0,0,0,0,0,0,0,0,0,0,0,758,74,688,0.0479,1
14022,14023,2,0,4.0,34600.0,1,0,0,0,0,0,0,0,0,0,244,37,224,0.006999999999999999,1
14031,14032,2,0,6.0,48800.0,1,0,0,0,0,0,0,0,0,0,121,30,113,0.0024,1
14065,14066,2,0,5.0,42600.0,1,0,0,0,0,0,0,0,0,444,444,36,420,0.0104,1
14068,14069,2,2,6.0,38800.0,2,0,0,0,0,0,0,0,0,0,1896,36,1776,0.0488,1
14076,14077,2,0,8.0,58800.0,0,0,0,0,0,0,0,0,0,0,161,36,147,0.0027,1
14087,14088,2,0,6.0,48000.0,0,0,0,0,0,0,0,0,0,0,115,63,109,0.0023,1
14192,14193,2,0,4.0,43400.0,1,0,0,0,0,0,0,0,0,0,3,25,2,0.0,1
14213,14214,2,1,4.0,39600.0,1,0,0,0,0,0,0,0,0,0,136,30,130,0.0034,1
14216,14217,2,0,6.0,52800.0,1,0,0,0,106,0,0,0,0,0,212,37,144,0.004,1
14232,14233,2,0,5.0,44400.0,0,0,0,0,0,0,0,0,0,0,158,38,102,0.0035,1
14249,14250,2,0,4.0,38000.0,2,0,0,0,0,0,0,0,0,78,78,36,58,0.002,1
14311,14312,2,1,4.0,39760.0,0,0,0,0,0,0,0,0,0,0,51,44,50,0.0012,1
14315,14316,2,0,5.0,41800.0,1,0,0,0,0,0,0,0,0,0,142,28,136,0.0033,1
14359,14360,2,0,6.0,56200.0,0,0,0,0,0,0,0,0,0,0,316,61,294,0.0056,1
14362,14363,2,1,6.0,39800.0,0,0,0,0,0,0,0,0,0,0,85,28,65,0.0021,1
14364,14365,2,0,4.0,45800.0,3,0,0,0,0,0,0,0,0,132,132,33,120,0.0028,1
14401,14402,2,0,4.0,33400.0,0,0,0,0,0,0,0,0,0,0,233,36,182,0.0069,1
14414,14415,2,1,5.0,48400.0,0,0,0,0,0,0,0,0,0,0,297,64,262,0.0061,1
14440,14441,2,1,6.0,52600.0,0,0,0,0,0,0,0,0,0,0,230,39,226,0.0043,1
14445,14446,2,1,5.0,42600.0,0,0,0,0,0,0,0,0,0,0,23,40,17,0.0005,1
14457,14458,2,1,7.0,55588.0,0,0,0,0,0,0,0,0,0,0,200,43,192,0.0035,1
14466,14467,2,1,5.0,38100.0,2,0,0,0,0,0,0,0,0,0,456,20,418,0.0119,1
14471,14472,2,1,5.0,38000.0,0,0,0,0,0,0,0,0,0,0,106,32,100,0.0027,1
14472,14473,2,0,8.0,57800.0,0,0,0,0,0,0,0,0,0,0,166,32,166,0.0028,1
14474,14475,2,0,6.0,45800.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1
14501,14502,2,0,6.0,54800.0,1,0,0,0,182,0,0,0,0,0,728,39,692,0.0132,1
14530,14531,2,1,5.0,43300.0,0,0,0,0,0,0,0,0,0,0,212,68,190,0.0048,1
14534,14535,2,0,6.0,44800.0,2,0,0,0,0,0,0,0,0,0,294,33,280,0.0065,1
14548,14549,2,0,4.0,39400.0,1,0,0,0,0,0,0,0,0,0,70,21,63,0.0017,1
14556,14557,2,0,5.0,52500.0,0,0,0,0,0,0,0,0,0,0,130,55,122,0.0024,1
14558,14559,2,0,6.0,51400.0,1,0,0,0,0,0,0,0,0,0,146,25,125,0.0028,1
14565,14566,2,0,4.0,39600.0,3,0,0,0,0,0,0,0,0,0,288,34,258,0.0072,1
14581,14582,2,0,3.0,35400.0,2,0,0,0,0,0,0,0,0,0,364,34,358,0.0102,1
14587,14588,2,0,3.0,35400.0,1,0,0,0,0,0,0,0,0,0,109,30,106,0.003,1
14596,14597,2,0,5.0,35800.0,1,0,0,0,0,0,0,0,0,0,64,27,64,0.0017,1
14622,14623,2,0,6.0,41000.0,1,0,0,0,0,0,0,0,0,0,654,43,602,0.0159,1
14681,14682,2,0,7.0,54800.0,1,0,0,0,0,0,0,0,0,0,5,21,5,0.0,1
14695,14696,2,2,6.0,50600.0,3,0,0,0,0,0,0,0,0,0,522,39,390,0.0103,1
14711,14712,2,0,7.0,42800.0,0,0,0,0,0,0,0,0,0,0,59,4,51,0.0013,1
14712,14713,2,0,6.0,39800.0,0,0,0,0,0,0,0,0,0,0,48,18,46,0.0012,1
14715,14716,2,0,4.0,59000.0,0,0,512,0,0,0,0,0,0,0,512,66,478,0.0086,1
14722,14723,2,0,4.0,36000.0,0,0,0,0,0,0,0,0,0,0,338,34,296,0.0093,1
14726,14727,2,1,6.0,46800.0,1,0,0,0,0,0,0,0,0,0,71,23,62,0.0015,1
14740,14741,2,2,3.0,32800.0,2,0,0,0,0,0,0,0,1416,0,2832,30,2784,0.0863,1
14755,14756,2,0,2.0,9300.0,0,0,0,0,0,0,0,0,0,0,4,9,3,0.0004,1
14782,14783,2,2,9.0,63000.0,0,0,0,0,0,0,0,0,0,0,128,35,113,0.002,1
14799,14800,2,1,5.0,36710.0,0,0,0,0,0,0,0,0,0,0,170,36,158,0.0046,1
14806,14807,2,1,8.0,52600.0,0,0,0,0,1240,0,0,0,0,0,1240,71,1212,0.0235,1
14834,14835,2,1,0.0,6900.0,0,0,0,0,0,0,0,0,0,0,18,4,18,0.0026,1
14839,14840,2,1,5.0,43800.0,1,0,0,0,141,0,0,0,0,0,141,36,133,0.0032,1
14863,14864,2,0,8.0,65200.0,0,0,0,0,0,0,0,0,0,0,408,59,383,0.0062,1
14874,14875,2,0,5.0,38200.0,1,0,0,0,158,0,0,0,0,0,158,35,131,0.0041,1
14885,14886,2,0,8.0,70800.0,2,0,0,0,528,0,0,0,0,0,1056,38,1048,0.0149,1
14901,14902,2,1,4.0,32800.0,0,0,0,0,0,0,0,0,0,0,3,1,2,0.0,1
14922,14923,2,0,3.0,60200.0,0,0,0,0,0,0,0,0,0,0,898,76,879,0.0149,1
14965,14966,2,1,7.0,58800.0,0,0,0,0,0,0,0,0,0,0,153,49,132,0.0026,1
14981,14982,2,0,5.0,42001.0,0,0,0,0,77,0,0,0,0,0,77,35,66,0.0018,1
14989,14990,2,0,7.0,62000.0,0,0,0,0,0,0,0,0,0,0,596,54,582,0.0096,1
15069,15070,2,0,6.0,52200.0,0,0,0,0,0,0,0,0,0,0,153,42,119,0.0029,1
15085,15086,2,2,3.0,37600.0,1,0,0,0,0,0,0,0,0,196,196,30,186,0.0052,1
15115,15116,2,1,2.0,28600.0,1,0,0,0,0,0,0,0,0,32,32,35,28,0.0011,1
15134,15135,2,0,2.0,20800.0,1,0,0,0,0,0,0,0,55,0,55,15,53,0.0026,1
15167,15168,2,0,5.0,41600.0,0,0,0,0,0,0,0,0,0,0,240,29,240,0.0057,1
15225,15226,2,2,8.0,58800.0,0,0,0,0,0,0,0,0,0,0,3,16,3,0.0,1
15267,15268,2,0,7.0,56800.0,2,0,0,0,0,0,0,0,0,0,498,31,400,0.0087,1
15321,15322,2,1,7.0,49800.0,1,0,0,0,0,0,0,0,0,0,31,31,31,0.0006,1
15326,15327,2,0,6.0,42800.0,1,0,0,0,0,0,0,0,0,0,19,14,16,0.0004,1
15336,15337,2,0,6.0,48800.0,0,0,0,0,0,0,0,0,0,0,157,40,146,0.0032,1
15353,15354,2,1,5.0,43800.0,2,0,356,0,712,356,0,0,0,712,2848,34,2784,0.065,1
15360,15361,2,0,5.0,33800.0,1,0,0,0,0,0,0,0,0,458,458,32,446,0.0135,1
15373,15374,2,0,3.0,33700.0,0,0,325,0,0,0,0,0,0,0,325,35,325,0.0096,1
15408,15409,2,0,8.0,61600.0,1,0,0,0,114,0,0,0,0,228,342,46,264,0.0055,1
15459,15460,2,1,3.0,24800.0,1,0,0,0,0,0,0,0,0,0,121,33,118,0.0048,1
15485,15486,2,2,6.0,55800.0,1,0,0,0,0,0,0,0,0,0,392,39,360,0.006999999999999999,1
15486,15487,2,0,5.0,41800.0,1,0,0,0,0,0,0,0,0,0,305,24,217,0.0072,1
15565,15566,2,1,5.0,35700.0,1,0,0,0,0,0,0,0,0,86,86,37,80,0.0024,1
15602,15603,2,1,5.0,39800.0,1,0,53,0,0,0,0,0,0,0,106,32,92,0.0026,1
15621,15622,2,0,7.0,53500.0,0,0,352,0,0,0,0,0,0,0,352,44,332,0.0065,1
15625,15626,2,0,3.0,24800.0,0,0,0,0,0,0,0,0,0,0,66,29,60,0.0026,1
15626,15627,2,1,4.0,29800.0,0,0,0,0,0,0,0,0,0,0,41,14,38,0.0013,1
15636,15637,2,1,4.0,37200.0,4,0,0,0,0,0,0,0,0,0,424,33,376,0.0113,1
15661,15662,2,0,7.0,43800.0,0,0,0,0,0,0,0,0,0,0,17,5,16,0.0003,1
15668,15669,2,0,7.0,53800.0,1,0,0,0,0,0,0,0,0,0,41,16,38,0.0007,1
15685,15686,2,0,4.0,39200.0,0,0,0,0,0,0,0,0,0,0,472,59,462,0.012,1
15710,15711,2,1,4.0,44748.0,0,0,0,0,0,0,0,0,0,0,692,42,572,0.0154,1
15713,15714,2,0,6.0,47800.0,0,0,0,0,0,0,0,0,0,0,86,40,65,0.0017,1
15714,15715,2,0,6.0,41800.0,0,0,0,0,0,0,0,0,0,0,614,46,604,0.0146,1
15745,15746,2,1,7.0,44800.0,1,0,0,0,0,0,0,0,0,0,748,27,528,0.0166,1
15748,15749,2,0,7.0,48600.0,0,0,0,0,0,0,0,0,0,0,206,55,173,0.0042,1
15786,15787,2,0,8.0,55000.0,0,0,0,0,0,0,0,0,0,0,425,22,364,0.0077,1
15795,15796,2,1,9.0,62000.0,0,0,0,0,0,0,0,0,0,0,164,35,146,0.0026,1
15796,15797,2,0,4.0,36800.0,0,0,0,0,0,0,0,0,0,0,196,27,184,0.0053,1
15814,15815,2,1,5.0,38800.0,0,0,0,0,0,0,0,0,0,0,121,39,107,0.0031,1
15817,15818,2,2,5.0,36800.0,0,0,0,0,0,0,0,0,0,0,373,38,363,0.0101,1
15836,15837,2,0,5.0,33800.0,1,0,0,0,0,0,0,0,0,0,27,25,26,0.0007,1
15838,15839,2,1,5.0,40800.0,0,0,0,0,0,0,0,0,0,0,100,36,95,0.0024,1
15843,15844,2,1,5.0,38200.0,0,0,0,0,0,0,0,0,0,0,274,46,272,0.0071,1
15853,15854,2,0,4.0,38400.0,1,0,0,0,0,0,0,0,1000,0,1500,35,1458,0.039,1
15858,15859,2,0,6.0,41800.0,1,0,0,0,0,0,0,0,0,0,19,24,11,0.0004,1
15870,15871,2,0,5.0,40800.0,0,0,0,0,0,0,0,0,0,0,116,31,105,0.0028,1
15896,15897,2,1,5.0,42800.0,1,0,0,0,0,0,0,0,0,0,190,37,182,0.0044,1
15973,15974,2,0,5.0,42500.0,0,0,0,0,0,0,0,0,0,0,48,33,44,0.0011,1
16005,16006,2,2,5.0,27527.0,0,0,0,0,0,0,0,0,0,0,69,29,65,0.0025,1
16014,16015,2,0,2.0,87800.0,0,0,0,0,0,0,0,0,0,0,106,46,86,0.0012,1
16016,16017,2,1,5.0,43400.0,1,0,0,0,66,0,0,0,0,0,132,33,116,0.003,1
16020,16021,2,0,4.0,37200.0,1,0,0,0,0,0,0,0,0,464,464,31,448,0.0124,1
16038,16039,2,0,6.0,42800.0,0,0,0,0,0,0,0,0,0,0,2196,44,1740,0.0513,1
16051,16052,2,0,6.0,43800.0,0,0,0,0,0,0,0,0,0,0,411,40,390,0.0093,1
16066,16067,2,1,6.0,40800.0,1,0,0,0,0,0,0,416,0,0,832,19,772,0.0203,1
16091,16092,2,0,7.0,55600.0,0,0,0,0,0,0,0,0,245,0,245,59,189,0.0044,1
16092,16093,2,0,4.0,14400.0,0,0,0,0,0,0,0,0,0,0,103,83,98,0.0071,1
16100,16101,2,0,5.0,39800.0,2,0,0,0,0,0,0,0,0,522,522,27,390,0.0131,1
16118,16119,2,0,4.0,42600.0,1,0,0,0,110,0,0,0,0,0,110,33,92,0.0025,1
16126,16127,2,0,5.0,41800.0,1,0,0,0,0,0,0,0,0,0,90,30,70,0.0021,1
16133,16134,2,1,6.0,40200.0,0,0,0,0,0,0,0,0,0,0,176,63,172,0.0043,1
16137,16138,2,1,6.0,38110.0,0,0,0,0,0,0,0,0,0,0,598,36,558,0.0156,1
16145,16146,2,2,5.0,40300.0,1,0,0,0,0,0,0,0,0,0,435,25,432,0.0107,1
16226,16227,2,0,6.0,40400.0,0,0,0,0,0,0,0,0,0,0,422,44,358,0.0104,1
16234,16235,2,0,6.0,48600.0,0,0,0,0,0,0,0,0,0,0,59,35,50,0.0012,1
16239,16240,2,1,4.0,36600.0,1,0,0,0,0,0,0,0,0,0,57,21,49,0.0015,1
16249,16250,2,0,4.0,41400.0,1,0,0,0,0,0,0,0,0,0,154,28,142,0.0037,1
16250,16251,2,0,4.0,107500.0,0,0,0,0,0,0,0,0,0,0,108,39,96,0.001,1
16252,16253,2,0,5.0,43200.0,0,0,0,0,0,0,0,0,0,0,104,32,102,0.0024,1
16262,16263,2,0,5.0,38800.0,2,0,0,0,0,0,0,0,0,0,32,29,26,0.0008,1
16273,16274,2,0,6.0,44800.0,1,0,0,0,0,0,0,0,0,0,181,26,178,0.004,1
16274,16275,2,0,7.0,55600.0,0,0,0,0,0,0,0,0,0,0,203,40,179,0.0036,1
16295,16296,2,0,6.0,39800.0,0,0,0,0,0,0,0,0,0,0,89,22,81,0.0022,1
